precinct,Year,total_pop,minority_pct,per_capita_income_inflation_adjust,total_pop_lag1,minority_pct_lag1,per_capita_income_lag1
33,2009,86160.60439560702,0.2821673200576671,24857.10731053073,85135.07692308002,0.2821716772219017,22959.1516409209
34,2009,108080.47252747277,0.204152500587643,23526.384092013817,108886.38461538497,0.1971405371557644,22659.070487263612
40,2009,145617.1758241793,0.7584201271444186,17295.806318474002,142262.5384615427,0.8121201462339087,14623.912837740034
41,2009,93813.30769231264,0.7079886551196495,14987.460345637053,90280.92307692766,0.7656540359217274,11438.179439178668
42,2009,137622.24175824504,0.78624984748906,15742.583300972357,133562.84615384974,0.8443605931063871,11548.979418149218
43,2009,138697.06593406526,0.7255446405046939,17034.597721165977,139135.69230769167,0.7818334376412253,14468.910375983454
44,2009,144620.61538461735,0.6876316181359812,18075.7301424155,142742.73076923285,0.73494085959328,14944.478802644648
45,2009,91327.12087912136,0.5966184061947928,21369.1447952874,90571.23076923122,0.6317225200002952,18455.106018531136
46,2009,121689.48351648194,0.5900331884061814,24282.47245151829,122633.34615384438,0.6328821033674643,21695.864932168275
47,2009,200513.23076922772,0.5255735076656336,34728.31894150935,201991.76923076622,0.5555838589313282,31361.560236676596
48,2009,130506.73626373615,0.7246307495888828,25720.24651589617,129102.11538461503,0.7781529790508301,21615.147362411022
49,2009,135462.21978022112,0.6226768600944439,23447.848521100357,133834.4615384629,0.6592486960439885,21073.429557655007
50,2009,105457.02197802067,0.623267202282662,28445.356918318197,106528.80769230612,0.6524470229654398,26298.12037181016
52,2009,146313.5604395609,0.5156249373052262,30491.00539386645,146311.038461539,0.540588164116997,27673.76612121053
60,2009,92594.62637362909,0.4487300865904422,18749.239287667908,89741.30769231077,0.45013627981737825,16958.952697479166
61,2009,5610.984848484863,0.6500035245712468,17812.285218959674,5903.033799533849,0.6876887954811082,15467.932248100638
62,2009,246977.52747253515,0.49609483030803503,18083.998166971374,239691.19230770133,0.500449100972709,16777.30068502063
63,2009,179316.7912087934,0.6615722986367274,22062.322374603245,175332.53846154083,0.6988321034268523,20892.495731521398
66,2009,236829.2417582497,0.3647440169114482,21369.931959948037,231354.46153846942,0.35319162535977355,20403.18243294023
